@RELATION deceptionSvm_edi ted
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {../../training-data/deception-audio/truth_audio,../../training-data/deception-audio/lie_audio_edited}

@DATA
0.046435,0.007070,3.013554,0.103024,0.136079,0.380887,0.008126,0.076834,-27.607977,1.830190,-0.282582,0.089525,0.013542,-0.042073,0.041130,-0.117702,-0.155918,0.033528,-0.185841,0.210310,-0.104654,0.014665,0.008763,0.031717,0.016346,0.018741,0.015833,0.018811,0.006440,0.015413,0.010334,0.018629,0.004977,0.018789,0.027290,0.010396,0.278512,0.030520,0.033010,0.302196,0.005639,0.046312,2.571126,0.706044,0.719273,0.532119,0.507381,0.370824,0.304537,0.302875,0.324775,0.277148,0.274700,0.242447,0.222052,0.018405,0.012477,0.029020,0.016821,0.019874,0.016439,0.013885,0.010880,0.012790,0.009900,0.015461,0.005798,0.009130,../../training-data/deception-audio/truth_audio
0.066649,0.004654,2.975146,0.146418,0.182774,0.420851,0.009666,0.097591,-28.228639,2.635127,0.179115,0.285148,-0.270257,-0.019253,-0.181135,-0.049475,-0.001070,-0.096983,0.016498,0.031508,0.064555,0.018744,0.004869,0.035955,0.014394,0.021228,0.018613,0.073176,0.001996,0.009691,0.016665,0.024866,0.006066,0.028769,0.070973,0.005353,0.223003,0.066879,0.028065,0.592091,0.011498,0.148165,2.128170,0.736638,0.677651,0.347547,0.398384,0.284862,0.267214,0.229444,0.251574,0.212767,0.197413,0.192401,0.196970,0.019297,0.007827,0.032900,0.015141,0.017314,0.019379,0.056058,0.003997,0.010225,0.014135,0.020294,0.008711,0.014838,../../training-data/deception-audio/truth_audio
0.052742,0.017524,3.057107,0.134363,0.176820,0.391065,0.014721,0.073893,-26.936041,2.528097,0.242466,-0.020449,-0.150024,0.057651,-0.144643,0.054563,0.096034,0.013391,0.007702,0.017697,0.057328,0.011654,0.003393,0.012484,0.007290,0.011849,0.006829,0.108996,0.001236,0.017186,0.029517,0.019625,0.003575,0.039449,0.053540,0.018469,0.242337,0.054198,0.028966,0.525592,0.011357,0.088504,2.133858,1.147329,0.734430,0.460922,0.451462,0.331392,0.267725,0.230829,0.237817,0.207136,0.199276,0.198461,0.205969,0.017110,0.006189,0.012390,0.011761,0.015969,0.009772,0.095690,0.002415,0.024946,0.030787,0.022389,0.004834,0.023943,../../training-data/deception-audio/truth_audio
0.074487,0.002573,2.906470,0.158484,0.189776,0.458455,0.008533,0.084046,-29.247137,2.813063,0.504211,0.372015,-0.062429,0.041362,0.063202,0.096700,0.083651,-0.023191,-0.185562,0.048066,-0.085910,0.016498,0.003149,0.037073,0.012913,0.019973,0.008247,0.066383,0.001031,0.005305,0.034019,0.048007,0.003638,0.028839,0.059361,0.002753,0.247485,0.062530,0.029611,0.502167,0.006485,0.108689,2.118068,0.777663,0.652348,0.315155,0.353121,0.332288,0.241231,0.226943,0.219953,0.198073,0.187673,0.172154,0.176691,0.016092,0.003583,0.025308,0.011703,0.014422,0.007525,0.045827,0.001832,0.006151,0.030920,0.029633,0.004038,0.010589,../../training-data/deception-audio/truth_audio
0.079533,0.000759,2.969121,0.160217,0.182820,0.576466,0.006861,0.092079,-31.793679,2.176079,0.303447,0.286813,-0.017026,0.179052,0.085805,0.096301,0.057592,0.043341,-0.089155,-0.030333,-0.085343,0.019776,0.003754,0.034577,0.011151,0.022306,0.008984,0.059532,0.002223,0.004677,0.021291,0.037041,0.006745,0.026228,0.044194,0.001072,0.294442,0.050123,0.028762,0.406162,0.004990,0.081193,2.601428,0.705571,0.611000,0.295089,0.332095,0.304507,0.245325,0.210308,0.191411,0.188774,0.176795,0.176441,0.185300,0.019136,0.003915,0.023489,0.010922,0.017780,0.008247,0.044584,0.003122,0.004558,0.021210,0.025989,0.007777,0.010989,../../training-data/deception-audio/truth_audio
0.076338,0.002399,3.091952,0.163176,0.182832,0.609384,0.005775,0.103864,-27.702232,2.204565,0.309551,-0.134294,-0.062922,-0.055946,-0.179272,-0.041387,-0.136505,0.056369,-0.016186,0.080157,0.033373,0.009901,0.004164,0.031984,0.016796,0.028437,0.014393,0.028759,0.003759,0.014503,0.020688,0.018588,0.006599,0.018679,0.046790,0.003228,0.162503,0.047313,0.021550,0.496623,0.003161,0.114444,1.763344,0.675708,0.740294,0.517282,0.346828,0.338883,0.283990,0.249501,0.221904,0.222730,0.191877,0.190914,0.176850,0.009144,0.004847,0.026509,0.018242,0.024446,0.016347,0.023009,0.006567,0.015339,0.018734,0.014702,0.007943,0.008457,../../training-data/deception-audio/truth_audio
0.052494,0.011592,2.941071,0.111139,0.147224,0.345549,0.011692,0.074653,-27.375327,2.446730,-0.156469,-0.213270,-0.301286,-0.009401,-0.046009,-0.058536,-0.086505,-0.109823,-0.109100,-0.063407,-0.245824,0.029893,0.007113,0.020135,0.011012,0.015976,0.011475,0.012660,0.002925,0.005078,0.020029,0.046185,0.008913,0.022030,0.045139,0.010436,0.469935,0.044664,0.035237,0.404089,0.008450,0.074019,2.466689,1.028477,0.680196,0.545892,0.398154,0.386918,0.305112,0.270785,0.250816,0.238347,0.219356,0.229371,0.218262,0.031037,0.009120,0.020960,0.013926,0.016986,0.012916,0.013699,0.005073,0.006260,0.016047,0.038379,0.011631,0.011796,../../training-data/deception-audio/truth_audio
0.027484,0.015373,3.008503,0.100209,0.160773,0.171902,0.010130,0.037349,-26.106824,2.596691,0.222019,0.371636,0.214571,0.235986,0.285020,0.004382,0.109400,0.203822,0.067861,0.021444,0.002098,0.017804,0.002074,0.095376,0.005588,0.029575,0.009602,0.058858,0.003386,0.005947,0.010843,0.040785,0.005602,0.035832,0.015872,0.014101,0.157588,0.027065,0.033080,0.214204,0.005010,0.035865,1.802220,0.611202,0.625243,0.387264,0.371671,0.375826,0.282381,0.301427,0.245176,0.214942,0.198624,0.191800,0.175249,0.022840,0.002987,0.053365,0.005050,0.020229,0.014549,0.035407,0.005302,0.008963,0.012936,0.030755,0.008643,0.011822,../../training-data/deception-audio/truth_audio
0.015829,0.318774,3.117280,0.084431,0.160439,0.090562,0.023486,0.019816,-23.425426,3.220236,0.782686,0.646962,0.214338,0.381238,0.091420,0.124166,-0.003153,-0.042025,-0.032469,-0.040272,-0.064895,0.015864,0.000513,0.045862,0.003687,0.022996,0.001896,0.067249,0.000314,0.001547,0.045461,0.078786,0.000709,0.047111,0.017692,0.165597,0.213290,0.034960,0.043615,0.158324,0.020536,0.028538,2.036596,0.629741,0.461692,0.327258,0.283962,0.249700,0.235098,0.219482,0.213589,0.206078,0.197051,0.173024,0.163293,0.020393,0.000685,0.045947,0.004967,0.021359,0.002244,0.062478,0.000611,0.001950,0.047255,0.053682,0.001126,0.012809,../../training-data/deception-audio/truth_audio
0.073031,0.006649,3.090576,0.133347,0.148226,0.642465,0.006692,0.117814,-26.682090,2.162514,0.526532,0.047035,0.014101,0.042886,0.120137,-0.059444,-0.095016,-0.098462,-0.078821,-0.064475,-0.062984,0.021389,0.005257,0.036516,0.012636,0.018270,0.010691,0.034522,0.002850,0.007774,0.017861,0.029179,0.003863,0.020355,0.060578,0.006317,0.140110,0.050940,0.026047,0.558972,0.003960,0.108589,1.768320,0.646133,0.758045,0.427301,0.434381,0.319498,0.337914,0.241693,0.283028,0.214165,0.212056,0.191215,0.198518,0.018928,0.007470,0.028868,0.013484,0.015557,0.011135,0.029169,0.004424,0.009235,0.016842,0.024198,0.005543,0.010305,../../training-data/deception-audio/truth_audio
0.012040,0.344321,3.127045,0.077269,0.154505,0.048275,0.028706,0.013198,-23.596777,3.286129,0.705251,0.665990,0.178701,0.338141,0.076581,0.068775,-0.053683,-0.116926,-0.079747,-0.085973,-0.110220,0.022583,0.000357,0.037204,0.005913,0.029870,0.002096,0.043611,0.000198,0.001555,0.043845,0.089010,0.000646,0.047315,0.010508,0.169040,0.244959,0.034314,0.047006,0.084230,0.039161,0.011997,2.591683,0.598380,0.473983,0.327009,0.260150,0.246811,0.210023,0.209909,0.215042,0.204392,0.208547,0.170281,0.177725,0.032591,0.000545,0.043087,0.010078,0.032380,0.003098,0.048629,0.000331,0.002426,0.041997,0.059024,0.001109,0.012235,../../training-data/deception-audio/truth_audio
0.017227,0.250430,3.068251,0.081956,0.154745,0.100949,0.020717,0.023440,-23.500076,3.086774,0.675524,0.734688,0.259743,0.340698,0.247543,0.154711,0.058745,0.056605,-0.057233,-0.040094,-0.043770,0.027800,0.001249,0.087166,0.004999,0.030485,0.003110,0.074268,0.000395,0.001069,0.012115,0.061867,0.001556,0.046613,0.018365,0.133939,0.213004,0.034177,0.041620,0.182120,0.015336,0.033316,2.177094,0.680128,0.648012,0.365316,0.330687,0.274580,0.251875,0.230265,0.222614,0.213261,0.187238,0.190897,0.183285,0.032989,0.002101,0.055803,0.006480,0.029030,0.004096,0.075157,0.000654,0.001421,0.014704,0.044922,0.002825,0.015463,../../training-data/deception-audio/truth_audio
0.012604,0.322626,3.066438,0.082289,0.160837,0.064298,0.030409,0.015776,-23.417105,3.434869,0.766261,0.657423,0.238323,0.365398,0.187536,0.124942,0.045505,-0.011012,-0.076484,-0.032323,-0.068348,0.014900,0.000618,0.051372,0.005351,0.028828,0.002209,0.092544,0.000166,0.001214,0.044810,0.060834,0.001200,0.048912,0.011141,0.165510,0.273753,0.033232,0.044461,0.106837,0.026927,0.019299,2.022815,0.579393,0.450922,0.327967,0.290743,0.233611,0.208729,0.184965,0.196972,0.195623,0.180099,0.155131,0.159799,0.019832,0.000952,0.053224,0.009848,0.026143,0.002777,0.085800,0.000231,0.001267,0.045901,0.049106,0.002116,0.016053,../../training-data/deception-audio/truth_audio
0.011271,0.355942,3.119931,0.082700,0.163709,0.053858,0.028679,0.013648,-23.472239,3.402352,0.791311,0.614955,0.281379,0.345067,0.135581,0.159607,0.028008,-0.037190,-0.082022,-0.073384,-0.040541,0.014051,0.000438,0.047167,0.003796,0.020628,0.001548,0.088842,0.000128,0.001425,0.055955,0.068840,0.000564,0.050187,0.011375,0.170251,0.210464,0.033691,0.044919,0.099757,0.022250,0.018829,2.086142,0.568698,0.436012,0.316262,0.257287,0.222098,0.205995,0.198892,0.200813,0.190871,0.183682,0.166033,0.170370,0.020199,0.000633,0.053752,0.005285,0.020506,0.002079,0.085986,0.000156,0.001832,0.054826,0.053560,0.000821,0.016715,../../training-data/deception-audio/truth_audio
0.027023,0.006254,2.826313,0.079836,0.143051,0.151063,0.013273,0.040145,-28.942497,3.105853,0.222092,0.267068,-0.177221,0.139126,0.134190,0.212829,0.109749,0.052532,-0.088292,-0.005182,-0.037500,0.018791,0.006225,0.040488,0.010936,0.016921,0.006832,0.078263,0.001896,0.006350,0.023038,0.059257,0.005942,0.034480,0.021959,0.008486,0.317857,0.030146,0.041080,0.212767,0.008116,0.038736,2.761916,0.666127,0.772286,0.412779,0.440743,0.368784,0.350028,0.280271,0.275188,0.226087,0.199329,0.200062,0.183570,0.018808,0.008790,0.028121,0.011791,0.013034,0.007675,0.067901,0.004120,0.007958,0.020494,0.036406,0.008428,0.015115,../../training-data/deception-audio/truth_audio
0.024355,0.008729,2.847703,0.075912,0.140296,0.134376,0.014416,0.036358,-28.533430,3.274375,0.382727,0.318735,-0.253877,0.159614,0.101973,0.317528,0.205407,0.015076,-0.073081,-0.009140,-0.034325,0.014185,0.005145,0.036508,0.008134,0.013134,0.004554,0.102966,0.000678,0.005884,0.027763,0.068243,0.006014,0.041623,0.023894,0.009457,0.271607,0.032409,0.038705,0.225318,0.009516,0.041081,2.565709,0.713943,0.722992,0.403944,0.452752,0.374941,0.326735,0.259770,0.232199,0.208553,0.199373,0.190401,0.174535,0.013514,0.007285,0.028500,0.008154,0.010522,0.005524,0.080856,0.001283,0.007230,0.023154,0.042349,0.008491,0.017340,../../training-data/deception-audio/truth_audio
0.066516,0.021658,2.968543,0.133312,0.158627,0.494658,0.009652,0.098645,-27.208304,2.265610,0.180293,0.069557,-0.120130,0.090872,-0.130953,0.114432,-0.143832,-0.023060,-0.105103,0.014807,-0.002094,0.013467,0.005568,0.022528,0.008638,0.013952,0.024018,0.050203,0.002305,0.009753,0.029991,0.020548,0.003281,0.024458,0.059941,0.022495,0.407128,0.052862,0.028319,0.554987,0.007118,0.112737,2.833402,0.921170,0.731700,0.487022,0.390641,0.306858,0.304265,0.248799,0.242776,0.230823,0.205390,0.208930,0.189608,0.014285,0.007038,0.023016,0.009302,0.015154,0.028785,0.036655,0.003545,0.011987,0.026413,0.019205,0.003933,0.012299,../../training-data/deception-audio/truth_audio
0.019843,0.013635,2.923906,0.081805,0.154227,0.115381,0.020625,0.026478,-29.398331,3.021027,0.538605,0.481861,0.208111,0.169831,0.247049,0.162703,0.071842,0.117464,-0.155314,0.037654,-0.047910,0.031416,0.001312,0.105366,0.007928,0.028566,0.004289,0.096884,0.000669,0.002154,0.007136,0.036680,0.001627,0.051179,0.022237,0.017656,0.302179,0.031895,0.041304,0.197958,0.017215,0.034545,2.752919,0.694066,0.634567,0.344805,0.326004,0.245694,0.271780,0.269914,0.244524,0.241072,0.223212,0.192082,0.178132,0.035246,0.002160,0.069283,0.010277,0.027749,0.004997,0.091705,0.001406,0.002723,0.007953,0.032937,0.001928,0.019720,../../training-data/deception-audio/truth_audio
0.028442,0.030323,3.089541,0.101264,0.160091,0.166986,0.012152,0.038057,-25.293813,3.143439,0.520954,0.270653,0.129878,0.198200,-0.020097,-0.061637,-0.131714,-0.006415,-0.047798,-0.089776,-0.224818,0.057343,0.001244,0.026760,0.012071,0.029888,0.007111,0.025585,0.000883,0.006164,0.025688,0.058176,0.004870,0.033400,0.025279,0.024140,0.151906,0.041065,0.034666,0.262803,0.007516,0.052764,1.161297,0.478575,0.525319,0.396523,0.299973,0.263592,0.223965,0.208112,0.194742,0.182681,0.170971,0.190654,0.212840,0.050986,0.001851,0.023751,0.012795,0.025625,0.008120,0.020839,0.001385,0.008526,0.020560,0.039721,0.006724,0.011744,../../training-data/deception-audio/truth_audio
0.019652,0.008717,3.038342,0.080983,0.152666,0.047404,0.011169,0.021755,-28.294099,3.858229,0.118008,-0.184713,-0.415296,-0.106152,-0.133113,-0.033026,-0.073384,0.053219,0.022929,-0.029255,0.029377,0.020744,0.005539,0.023354,0.023006,0.042002,0.022322,0.034071,0.001251,0.017092,0.020318,0.024824,0.008436,0.022503,0.004809,0.009509,0.160145,0.021749,0.033468,0.038395,0.005030,0.005841,1.185314,0.309294,0.311058,0.255821,0.230227,0.210345,0.187341,0.188626,0.207829,0.186542,0.162438,0.147983,0.140270,0.018472,0.006083,0.015839,0.019233,0.027765,0.019923,0.022379,0.001845,0.016352,0.016426,0.017232,0.009080,0.007294,../../training-data/deception-audio/truth_audio
0.034008,0.006077,2.992097,0.102986,0.155688,0.206092,0.010711,0.045329,-27.723160,2.973562,0.194239,0.398457,-0.144391,-0.045110,0.009570,-0.102703,-0.211834,-0.060833,-0.261203,-0.070311,-0.109957,0.038846,0.003407,0.057195,0.021378,0.018361,0.015329,0.018554,0.001895,0.008325,0.022731,0.033248,0.007188,0.028173,0.025455,0.006969,0.241812,0.033883,0.033202,0.294618,0.005700,0.050206,2.248440,0.598101,0.812773,0.385931,0.407614,0.312174,0.247050,0.231272,0.255348,0.233029,0.198276,0.182313,0.161521,0.030500,0.004706,0.044632,0.022842,0.014576,0.017453,0.014783,0.003826,0.009206,0.024438,0.027768,0.010150,0.011368,../../training-data/deception-audio/truth_audio
0.055027,0.008922,3.021509,0.126338,0.153469,0.474626,0.008065,0.077362,-26.864898,2.392043,0.745883,0.041633,-0.023949,0.024940,0.051388,-0.101497,-0.081646,-0.233717,-0.175519,-0.133423,-0.042303,0.026017,0.004149,0.033155,0.014041,0.021605,0.013620,0.018256,0.002533,0.006602,0.026065,0.042461,0.003736,0.024353,0.037259,0.009298,0.215740,0.035960,0.027095,0.406946,0.004737,0.069773,2.005944,0.571963,0.765241,0.369307,0.469230,0.281491,0.300958,0.241044,0.221148,0.209910,0.202935,0.171937,0.180916,0.026197,0.006244,0.029053,0.015224,0.018293,0.017130,0.015179,0.004367,0.009464,0.025084,0.036338,0.004789,0.010586,../../training-data/deception-audio/truth_audio
0.054768,0.007788,3.012698,0.127205,0.160861,0.400278,0.008351,0.071189,-27.274066,2.721624,0.392435,0.060786,-0.276882,-0.187632,0.166607,-0.080017,-0.006245,-0.042366,-0.242058,-0.155144,-0.079092,0.020665,0.005558,0.021721,0.011177,0.017473,0.016532,0.014802,0.002142,0.007224,0.030615,0.055585,0.008722,0.021732,0.048278,0.007536,0.231004,0.042706,0.025736,0.491669,0.004316,0.092440,2.072996,0.706076,0.656518,0.444941,0.474790,0.325923,0.340277,0.253409,0.248979,0.219292,0.225251,0.201379,0.187843,0.015493,0.007303,0.020377,0.011702,0.015164,0.018131,0.011229,0.003396,0.008898,0.025191,0.037208,0.011646,0.008637,../../training-data/deception-audio/truth_audio
0.056378,0.015704,3.037124,0.126474,0.151597,0.542669,0.011407,0.090653,-27.480729,1.822886,0.521011,0.175570,0.307670,0.241155,0.232977,-0.046633,0.148437,0.112271,0.001987,0.018641,-0.045037,0.010864,0.002126,0.028165,0.006553,0.052146,0.007072,0.073865,0.002611,0.003913,0.013323,0.018524,0.003255,0.034392,0.051185,0.014030,0.339510,0.041409,0.029183,0.481812,0.010447,0.086363,2.660428,0.873982,0.558721,0.427136,0.360306,0.304889,0.257442,0.273198,0.224308,0.262950,0.220431,0.195840,0.196290,0.011921,0.002647,0.029487,0.007850,0.046961,0.008973,0.066416,0.005035,0.005791,0.017439,0.020865,0.003916,0.018634,../../training-data/deception-audio/truth_audio
0.068467,0.009505,2.887378,0.131297,0.148491,0.611762,0.011245,0.111549,-27.601935,1.872531,0.565016,-0.115603,0.097943,0.069575,0.094853,-0.097734,-0.000524,-0.200422,-0.023501,-0.101333,-0.070931,0.023094,0.003055,0.025585,0.011256,0.013715,0.006997,0.036290,0.002198,0.006349,0.031378,0.035462,0.003458,0.025427,0.052199,0.009230,0.486578,0.043977,0.029209,0.497252,0.010584,0.092414,3.148047,1.084873,0.599925,0.530727,0.427226,0.327775,0.285952,0.282006,0.288984,0.248361,0.235127,0.219243,0.225449,0.030674,0.004012,0.029565,0.014529,0.015392,0.008459,0.042954,0.003366,0.007989,0.032348,0.037020,0.004541,0.015721,../../training-data/deception-audio/truth_audio
0.064008,0.011823,3.050032,0.136418,0.149459,0.659776,0.008534,0.110602,-27.177200,1.747036,0.714702,-0.071415,0.048392,-0.015179,0.150037,0.082597,0.081419,0.085347,-0.066514,0.044933,0.043825,0.014349,0.006163,0.049820,0.012597,0.030630,0.006617,0.059385,0.001809,0.007036,0.007829,0.015009,0.003588,0.030238,0.050518,0.008849,0.296296,0.040907,0.025780,0.423294,0.007349,0.082858,2.681156,0.813705,0.514301,0.337469,0.331440,0.272728,0.277842,0.250001,0.233334,0.222944,0.196072,0.195901,0.178648,0.017170,0.010272,0.039902,0.016166,0.027209,0.008371,0.060156,0.003149,0.009322,0.009411,0.018238,0.004953,0.017397,../../training-data/deception-audio/truth_audio
0.076397,0.009556,2.875502,0.129779,0.137013,0.754585,0.007005,0.133310,-26.285263,1.590664,0.766765,-0.296980,-0.251673,0.028204,0.125949,0.021240,0.047390,-0.037876,0.066130,-0.086857,0.196033,0.016728,0.005291,0.027875,0.008523,0.015752,0.014118,0.021147,0.002120,0.006101,0.013845,0.031935,0.007306,0.016394,0.051059,0.008857,0.325731,0.042155,0.026184,0.444058,0.004258,0.082420,2.597985,0.758247,0.736944,0.429006,0.498662,0.360768,0.378189,0.283343,0.284457,0.223030,0.231970,0.210116,0.191774,0.018450,0.007154,0.022956,0.008505,0.014092,0.015790,0.025005,0.003333,0.007079,0.014174,0.028080,0.009702,0.010200,../../training-data/deception-audio/truth_audio
0.057829,0.009938,2.938757,0.118710,0.145598,0.475646,0.007861,0.084886,-27.900831,2.261887,0.331267,-0.158574,0.033310,0.051979,0.148301,-0.018594,-0.027590,-0.046816,-0.037712,0.016041,0.072105,0.024383,0.005925,0.046990,0.015035,0.019165,0.011061,0.039869,0.002882,0.010317,0.009766,0.027833,0.005301,0.022895,0.037797,0.012082,0.311128,0.038683,0.028069,0.388537,0.004686,0.065878,2.996559,0.864450,0.719331,0.399108,0.436610,0.342655,0.326722,0.262334,0.262931,0.230633,0.206685,0.187627,0.164867,0.022814,0.008323,0.031083,0.014525,0.015089,0.013091,0.033795,0.004541,0.012372,0.009306,0.026174,0.006231,0.011671,../../training-data/deception-audio/truth_audio
0.034778,0.010101,3.056736,0.102761,0.149630,0.317258,0.008649,0.046239,-26.443930,2.653465,1.181579,-0.078746,0.124188,0.067840,0.225981,0.202802,0.125680,0.097000,0.014881,0.073895,0.028765,0.021898,0.004707,0.028101,0.008936,0.054608,0.007995,0.056427,0.000942,0.009181,0.013578,0.016208,0.006174,0.026078,0.024581,0.008420,0.150013,0.029826,0.033900,0.282352,0.004878,0.048377,1.417995,0.538137,0.639525,0.421047,0.421525,0.314517,0.314792,0.228433,0.225435,0.203915,0.191305,0.175109,0.169127,0.019975,0.006910,0.020193,0.011385,0.031358,0.009964,0.034480,0.001821,0.012838,0.012495,0.012864,0.008846,0.007730,../../training-data/deception-audio/truth_audio
0.062737,0.015452,3.118352,0.123507,0.146815,0.536740,0.006457,0.098923,-26.434873,2.220605,0.273343,0.105324,-0.202354,-0.188899,0.252414,0.014178,-0.125673,-0.073144,0.088424,-0.114587,-0.077474,0.030933,0.005918,0.033898,0.013928,0.015202,0.016495,0.017175,0.002703,0.006720,0.016526,0.038279,0.008307,0.022200,0.037636,0.015651,0.167995,0.033911,0.023637,0.412458,0.004113,0.071359,2.769454,0.614687,0.654250,0.441450,0.400318,0.336961,0.303643,0.262596,0.240406,0.207561,0.220470,0.178455,0.182255,0.028177,0.006848,0.027398,0.015776,0.013156,0.017046,0.015639,0.004229,0.007319,0.016244,0.034120,0.009753,0.010484,../../training-data/deception-audio/truth_audio
0.034975,0.025705,3.009549,0.101708,0.158907,0.169560,0.012702,0.046642,-25.569115,2.516400,-0.424071,0.046657,0.072197,0.221017,-0.212194,-0.193340,-0.026023,-0.146982,-0.146396,-0.068613,-0.145605,0.026012,0.006229,0.053607,0.021744,0.018024,0.010898,0.047437,0.005892,0.010796,0.008419,0.035940,0.006894,0.034098,0.024818,0.023949,0.319971,0.035875,0.036045,0.239444,0.009225,0.043750,2.634944,0.788673,0.637328,0.555438,0.341831,0.298765,0.291509,0.279324,0.255736,0.272865,0.303291,0.307025,0.329245,0.028527,0.009144,0.049354,0.028179,0.022801,0.015482,0.052964,0.009907,0.014058,0.009267,0.033508,0.010007,0.016921,../../training-data/deception-audio/truth_audio
0.042299,0.019180,3.079885,0.114313,0.159288,0.257038,0.011738,0.060932,-26.256569,2.179052,-0.069766,0.292986,0.472285,0.327729,-0.056372,-0.126541,-0.132943,-0.107985,-0.123320,-0.071209,-0.142583,0.027390,0.002843,0.042013,0.013858,0.023166,0.008152,0.135431,0.005673,0.005710,0.007441,0.019794,0.003580,0.050170,0.034696,0.018829,0.189962,0.039323,0.030473,0.287411,0.008030,0.071756,1.906065,0.597511,0.822116,0.544889,0.404475,0.329450,0.283316,0.276184,0.239071,0.248549,0.264783,0.270087,0.305483,0.030908,0.006530,0.039219,0.021609,0.024931,0.014342,0.083747,0.011453,0.009319,0.009998,0.022762,0.006537,0.021384,../../training-data/deception-audio/truth_audio
0.045678,0.007992,3.094657,0.114204,0.153847,0.318887,0.009536,0.064342,-28.110440,2.181803,-0.097522,-0.030438,-0.121102,-0.096833,-0.123353,-0.092142,-0.011535,0.159384,0.015447,0.023163,-0.112140,0.016276,0.003839,0.018907,0.006150,0.019850,0.005981,0.019638,0.004403,0.012450,0.021778,0.046137,0.008153,0.024124,0.026725,0.007704,0.250029,0.032063,0.028526,0.281145,0.006855,0.057143,2.004239,0.643636,0.618309,0.463096,0.378536,0.364449,0.310253,0.290668,0.239526,0.241248,0.226275,0.219745,0.250915,0.019471,0.004401,0.019123,0.007350,0.019267,0.008314,0.020157,0.006754,0.013474,0.020906,0.040281,0.009770,0.011512,../../training-data/deception-audio/truth_audio
0.068968,0.007893,3.072879,0.141270,0.168016,0.515587,0.007580,0.097382,-26.996347,2.041057,0.120836,-0.054723,-0.224943,-0.015853,-0.271703,-0.245200,-0.083686,-0.133379,-0.190817,-0.159480,-0.227831,0.064644,0.005322,0.035342,0.013820,0.013096,0.012348,0.014808,0.004230,0.008483,0.010964,0.020131,0.010295,0.024330,0.050377,0.007702,0.240485,0.044914,0.023858,0.431075,0.005381,0.084259,1.586198,0.580003,0.541912,0.424215,0.285111,0.280527,0.272149,0.231794,0.227511,0.220561,0.203794,0.191780,0.226865,0.050428,0.006098,0.027541,0.012998,0.011288,0.013711,0.010813,0.007328,0.009617,0.009341,0.016795,0.011796,0.012847,../../training-data/deception-audio/truth_audio
