@RELATION deceptionSvm_edi ted
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {../../training-data/deception-audio/truth_audio,../../training-data/deception-audio/lie_audio_edited}

@DATA
0.068538,0.011616,3.096275,0.142952,0.168813,0.480359,0.008350,0.093082,-26.893959,2.123229,0.166965,0.007990,-0.173559,-0.001618,-0.270061,-0.244251,-0.099311,-0.171204,-0.200630,-0.114895,-0.221121,0.068768,0.005255,0.039805,0.014021,0.014629,0.013747,0.014493,0.002837,0.007364,0.010191,0.019652,0.007301,0.027205,0.052141,0.013492,0.234527,0.047281,0.025747,0.386354,0.006954,0.084061,1.782803,0.616852,0.490906,0.423067,0.271038,0.280540,0.258769,0.228583,0.217646,0.211261,0.206041,0.203156,0.222175,0.055384,0.007379,0.032380,0.013780,0.014523,0.017355,0.011472,0.004168,0.009004,0.008837,0.015357,0.007849,0.014897,../../training-data/deception-audio/truth_audio
0.057584,0.002854,3.071808,0.134216,0.169657,0.427201,0.007517,0.077758,-28.675814,2.170753,0.204931,0.008837,-0.155346,0.066633,-0.267639,-0.256259,-0.129065,-0.201579,-0.184826,-0.121467,-0.172203,0.065868,0.005377,0.040643,0.016529,0.016550,0.016099,0.015875,0.003237,0.007943,0.011423,0.021044,0.005714,0.026943,0.036127,0.003244,0.251803,0.037614,0.024357,0.336208,0.006041,0.064388,1.724883,0.579254,0.482692,0.409205,0.277671,0.301290,0.270877,0.233460,0.205260,0.217378,0.210294,0.212864,0.215396,0.049105,0.007478,0.033227,0.015997,0.015281,0.015844,0.011425,0.004118,0.009475,0.009759,0.016635,0.005474,0.013727,../../training-data/deception-audio/truth_audio
0.062803,0.009747,2.973330,0.131712,0.162337,0.409393,0.013031,0.087073,-27.849297,2.400329,-0.052652,-0.160942,-0.029197,0.128577,-0.075291,-0.122200,-0.027667,-0.105371,-0.180376,-0.278531,-0.265824,0.064507,0.006098,0.044661,0.013450,0.010644,0.008500,0.035415,0.003212,0.003476,0.008110,0.029502,0.011561,0.035302,0.062350,0.009551,0.438824,0.057203,0.030446,0.487610,0.011786,0.098538,2.768395,0.943946,0.705052,0.477762,0.362618,0.345777,0.285189,0.282456,0.248545,0.230133,0.229769,0.264845,0.279650,0.059953,0.009105,0.047522,0.020317,0.015027,0.013551,0.040799,0.005601,0.005305,0.008338,0.031346,0.014078,0.018144,../../training-data/deception-audio/truth_audio
0.067375,0.008175,3.003792,0.137349,0.163517,0.421145,0.012436,0.093827,-28.075519,2.517072,-0.040792,-0.191857,-0.008520,0.184318,-0.101808,-0.186139,-0.046942,-0.099049,-0.169436,-0.292787,-0.336698,0.064742,0.005498,0.039698,0.011425,0.008290,0.007322,0.021459,0.005102,0.004384,0.010638,0.037352,0.008698,0.032542,0.070189,0.009943,0.397289,0.063260,0.029122,0.522136,0.010982,0.113024,2.579636,0.980512,0.648461,0.497886,0.344335,0.344751,0.300387,0.283578,0.237870,0.206178,0.225818,0.251574,0.255477,0.060426,0.007945,0.041847,0.016082,0.009469,0.009441,0.030570,0.010044,0.006075,0.010797,0.035979,0.010438,0.017207,../../training-data/deception-audio/truth_audio
0.054412,0.016477,2.931371,0.113328,0.148880,0.383248,0.014641,0.075767,-27.044874,2.523284,0.079381,-0.425996,-0.066296,0.055046,-0.125969,-0.073323,-0.027705,-0.031565,-0.123944,-0.231931,-0.282191,0.053970,0.005456,0.025674,0.009277,0.008591,0.007146,0.020511,0.003302,0.003797,0.015580,0.043438,0.017306,0.028226,0.056175,0.018533,0.462355,0.050139,0.035312,0.495138,0.011233,0.088916,2.671187,1.177806,0.685932,0.506894,0.381346,0.381592,0.283023,0.266864,0.230352,0.208265,0.215074,0.232362,0.253634,0.053061,0.008103,0.029674,0.012115,0.010324,0.008982,0.027349,0.006139,0.005574,0.016500,0.039126,0.022981,0.015746,../../training-data/deception-audio/lie_audio_edited
0.054106,0.012692,2.947318,0.111299,0.145755,0.371032,0.012173,0.075526,-27.378709,2.232918,-0.156279,-0.384905,0.069837,0.089433,-0.250410,-0.027229,-0.067447,-0.149081,-0.208940,-0.306668,-0.244423,0.043675,0.008386,0.039961,0.020849,0.011459,0.007478,0.018521,0.004696,0.004713,0.010690,0.028845,0.012392,0.027300,0.049547,0.019810,0.486383,0.044075,0.032309,0.458870,0.009368,0.080431,2.961117,1.077408,0.739105,0.520912,0.424996,0.375987,0.338736,0.263035,0.228856,0.245674,0.244680,0.258799,0.244866,0.041689,0.012152,0.038134,0.026638,0.015121,0.010244,0.026792,0.008308,0.007161,0.012397,0.029366,0.016470,0.015748,../../training-data/deception-audio/lie_audio_edited
0.055628,0.007675,2.921631,0.115174,0.149821,0.392221,0.011877,0.076978,-28.276713,2.428293,0.071085,-0.246766,0.054590,-0.009259,-0.097140,-0.087167,-0.003276,-0.082181,-0.150481,-0.251557,-0.302020,0.066463,0.005905,0.032793,0.009520,0.007932,0.007373,0.022769,0.003126,0.003988,0.011356,0.037804,0.015575,0.029745,0.053284,0.008151,0.513821,0.046610,0.034066,0.452716,0.009860,0.084718,2.631892,1.051857,0.676008,0.521575,0.368813,0.347047,0.274323,0.257964,0.215790,0.213574,0.209283,0.234565,0.243070,0.057369,0.009129,0.034025,0.012045,0.008352,0.009118,0.025134,0.005246,0.005024,0.011290,0.035203,0.017458,0.016172,../../training-data/deception-audio/lie_audio_edited
0.027660,0.030761,3.099292,0.092446,0.146502,0.226046,0.009867,0.035388,-25.488561,2.196058,0.647285,0.356497,0.183091,0.161440,-0.063393,0.029725,0.031233,-0.152601,-0.146626,-0.157452,-0.202016,0.080443,0.001303,0.052833,0.005992,0.010628,0.003025,0.064154,0.000590,0.001438,0.010280,0.061499,0.002808,0.047103,0.018280,0.025672,0.172945,0.023623,0.034712,0.214845,0.007196,0.039690,1.152077,0.475963,0.407477,0.314375,0.279040,0.247271,0.214368,0.194799,0.190107,0.198100,0.198015,0.196387,0.189470,0.057705,0.001440,0.046898,0.005510,0.008672,0.003397,0.046712,0.000674,0.001395,0.008248,0.042446,0.002979,0.014950,../../training-data/deception-audio/lie_audio_edited
0.055610,0.007852,3.081604,0.133127,0.169740,0.344446,0.009105,0.072232,-27.605862,2.484059,-0.156772,-0.296692,-0.256020,-0.085326,-0.361601,-0.215138,0.027279,-0.134834,-0.085341,-0.158349,-0.262681,0.046172,0.006891,0.022667,0.015583,0.015690,0.010323,0.012120,0.003720,0.009252,0.025101,0.033489,0.010101,0.023200,0.042751,0.009861,0.207529,0.047795,0.023533,0.350248,0.007057,0.079823,1.839769,0.538611,0.446416,0.400880,0.322840,0.321164,0.280240,0.211328,0.262437,0.212941,0.198223,0.199341,0.201941,0.036227,0.008296,0.019797,0.016400,0.014595,0.010281,0.010490,0.004699,0.010355,0.028555,0.028542,0.013138,0.010509,../../training-data/deception-audio/lie_audio_edited
0.058843,0.014028,3.075694,0.132004,0.165095,0.364075,0.010095,0.080865,-26.389051,2.307899,-0.318010,-0.298763,-0.245700,-0.029380,-0.467569,-0.260083,0.047547,-0.125066,-0.003057,-0.149853,-0.288561,0.034912,0.005670,0.018627,0.012707,0.011868,0.007862,0.010081,0.003575,0.013896,0.028745,0.028578,0.009625,0.021104,0.048797,0.015606,0.240273,0.051745,0.022433,0.404255,0.007812,0.088704,1.630518,0.574686,0.505403,0.420903,0.319175,0.353329,0.309558,0.223612,0.249719,0.232448,0.222454,0.205172,0.221230,0.033060,0.006488,0.017965,0.013892,0.011279,0.008995,0.009258,0.004945,0.015900,0.031287,0.025523,0.011815,0.011531,../../training-data/deception-audio/lie_audio_edited
0.063001,0.016145,3.054734,0.143218,0.173657,0.402645,0.010047,0.086227,-26.266398,2.400684,-0.194021,-0.360495,-0.257516,-0.120344,-0.389472,-0.280986,0.049797,-0.085191,-0.001077,-0.137217,-0.267440,0.036244,0.004384,0.019006,0.010671,0.011327,0.008025,0.010308,0.003744,0.012801,0.030131,0.031746,0.011283,0.021463,0.055770,0.017999,0.275539,0.058173,0.022941,0.463129,0.008354,0.108129,1.678828,0.530735,0.466831,0.443583,0.308283,0.339437,0.298570,0.225134,0.270825,0.233457,0.224082,0.206113,0.198864,0.029219,0.004731,0.018837,0.011241,0.010776,0.008466,0.009281,0.005463,0.014234,0.034655,0.028713,0.015485,0.011543,../../training-data/deception-audio/lie_audio_edited
0.066031,0.009853,3.054519,0.143172,0.169061,0.431475,0.009580,0.093247,-26.745705,2.233977,-0.201921,-0.393887,-0.272550,-0.071796,-0.361130,-0.229312,0.051904,-0.146737,-0.039196,-0.165550,-0.289861,0.035777,0.006954,0.017514,0.010591,0.011632,0.009521,0.009172,0.003890,0.011332,0.027304,0.031803,0.012488,0.021548,0.057024,0.010564,0.310374,0.060047,0.024040,0.488034,0.007494,0.108633,1.652644,0.610952,0.548236,0.458314,0.334187,0.346913,0.297389,0.243732,0.270035,0.228570,0.215126,0.218657,0.217488,0.032711,0.009289,0.017188,0.012414,0.012144,0.011452,0.008573,0.005860,0.014320,0.032545,0.031907,0.016967,0.011641,../../training-data/deception-audio/lie_audio_edited
0.068039,0.010108,3.041849,0.143353,0.169129,0.443647,0.009988,0.096075,-26.615941,2.247706,-0.276089,-0.348990,-0.258072,-0.141842,-0.406812,-0.274605,0.050577,-0.084978,0.011844,-0.121262,-0.253634,0.031260,0.005049,0.015557,0.011533,0.010830,0.009129,0.010101,0.003466,0.018361,0.026815,0.027124,0.010422,0.020063,0.058455,0.011459,0.268086,0.058416,0.024748,0.468125,0.007917,0.102221,1.764536,0.570047,0.540118,0.465771,0.314649,0.301502,0.310273,0.235195,0.294321,0.227710,0.233813,0.215566,0.206738,0.027118,0.006561,0.016433,0.012866,0.012096,0.010897,0.009596,0.005006,0.020889,0.030324,0.026401,0.012691,0.010911,../../training-data/deception-audio/lie_audio_edited
0.065813,0.010965,3.060502,0.147934,0.175767,0.415056,0.006971,0.079386,-27.073089,2.179933,-0.263980,-0.263748,-0.150909,-0.085194,-0.353144,-0.236240,0.003968,-0.142587,-0.101848,-0.158535,-0.256067,0.046191,0.005886,0.027080,0.013582,0.011735,0.011734,0.009628,0.004231,0.009987,0.019942,0.027396,0.010987,0.021012,0.046472,0.013163,0.269192,0.046298,0.019871,0.384441,0.005032,0.086288,1.663491,0.470339,0.436350,0.380966,0.294670,0.289005,0.280781,0.243105,0.246657,0.201854,0.238704,0.222189,0.178895,0.034423,0.006800,0.023798,0.013267,0.011156,0.011069,0.008541,0.004336,0.009601,0.021546,0.022454,0.013868,0.010123,../../training-data/deception-audio/lie_audio_edited
0.063673,0.011710,3.108435,0.141541,0.170872,0.409326,0.007134,0.084225,-27.015527,2.305200,-0.209295,-0.223566,-0.194801,-0.144444,-0.202704,-0.196733,-0.010271,-0.173475,-0.141492,-0.166700,-0.277096,0.053380,0.005587,0.024786,0.017244,0.015721,0.012129,0.010393,0.003371,0.008675,0.017003,0.029950,0.014609,0.023316,0.044592,0.012548,0.197458,0.047347,0.019633,0.352256,0.005374,0.082954,1.466016,0.419267,0.402045,0.377225,0.313528,0.306241,0.215273,0.223384,0.245409,0.200206,0.197492,0.178961,0.208324,0.036429,0.006736,0.020468,0.017445,0.014209,0.012951,0.007992,0.003437,0.009001,0.017645,0.024127,0.016441,0.010198,../../training-data/deception-audio/lie_audio_edited
0.057177,0.015228,3.081994,0.133881,0.167806,0.364803,0.009331,0.075124,-26.497596,2.257083,-0.228612,-0.382983,-0.271627,-0.080605,-0.292716,-0.246680,-0.022596,-0.162149,-0.062939,-0.139308,-0.257136,0.039475,0.005702,0.021573,0.013553,0.015556,0.011699,0.011057,0.003715,0.015124,0.024548,0.025324,0.009857,0.021869,0.041018,0.017062,0.234458,0.044816,0.022974,0.340385,0.007214,0.076195,1.720778,0.547678,0.490682,0.457996,0.323602,0.331956,0.282960,0.235480,0.262030,0.212781,0.208153,0.213896,0.206379,0.033153,0.006891,0.020013,0.013273,0.016450,0.012772,0.010050,0.004568,0.017163,0.028991,0.021905,0.012323,0.011160,../../training-data/deception-audio/lie_audio_edited
0.068940,0.012873,3.046474,0.144530,0.169178,0.459922,0.008775,0.091316,-26.213568,2.244331,-0.186463,-0.457663,-0.225716,-0.068038,-0.292690,-0.269394,-0.061519,-0.169758,-0.058491,-0.127945,-0.203867,0.030970,0.005346,0.020472,0.013949,0.015401,0.010347,0.010123,0.004037,0.018889,0.024427,0.023527,0.007156,0.018884,0.056995,0.013948,0.276369,0.056411,0.022490,0.449486,0.006506,0.100321,1.633255,0.576708,0.507346,0.472341,0.321069,0.323905,0.278783,0.233288,0.233642,0.207479,0.210210,0.207453,0.191771,0.027179,0.006521,0.017725,0.014103,0.014245,0.009753,0.008587,0.005088,0.021662,0.026348,0.019708,0.007824,0.010137,../../training-data/deception-audio/lie_audio_edited
0.070603,0.013511,3.040421,0.143304,0.164120,0.462690,0.012427,0.102635,-26.173402,2.188257,-0.244563,-0.480234,-0.330736,-0.125805,-0.422191,-0.265722,0.077783,-0.141484,-0.009701,-0.089836,-0.332123,0.029479,0.006822,0.013041,0.009405,0.009750,0.008544,0.008043,0.003528,0.014591,0.031209,0.031955,0.013044,0.021988,0.067670,0.012877,0.261196,0.068499,0.025607,0.545193,0.009547,0.120537,1.703587,0.634730,0.576061,0.472255,0.375208,0.377296,0.332956,0.254435,0.288323,0.247079,0.229634,0.230186,0.219510,0.030006,0.009845,0.013593,0.011442,0.011653,0.010639,0.008244,0.005567,0.017026,0.034915,0.033257,0.018580,0.012099,../../training-data/deception-audio/lie_audio_edited
0.071326,0.017119,3.075271,0.149146,0.171851,0.456318,0.011487,0.106163,-25.937257,2.290960,-0.279442,-0.411935,-0.338914,-0.150175,-0.332492,-0.253376,0.100225,-0.106371,0.000588,-0.117970,-0.319959,0.036149,0.006872,0.014815,0.007356,0.008706,0.008134,0.008033,0.003405,0.015967,0.029292,0.032736,0.015433,0.023937,0.065657,0.017064,0.255130,0.067917,0.027176,0.518101,0.009177,0.123598,1.624517,0.589564,0.554444,0.449815,0.353672,0.336857,0.297282,0.266578,0.271630,0.233377,0.225995,0.203515,0.206496,0.028096,0.007724,0.015080,0.008081,0.010588,0.009120,0.008127,0.006047,0.016861,0.031590,0.030879,0.018872,0.012515,../../training-data/deception-audio/lie_audio_edited
0.078214,0.011086,3.087774,0.156349,0.172662,0.571241,0.007061,0.115419,-26.577823,2.034470,-0.215163,-0.320264,-0.205518,-0.106551,-0.271543,-0.230376,0.021823,-0.140399,-0.111748,-0.186371,-0.286546,0.039593,0.007080,0.021649,0.011794,0.011392,0.009003,0.011100,0.004477,0.009708,0.020823,0.028617,0.012390,0.019790,0.054906,0.012460,0.233472,0.055146,0.021490,0.458040,0.005320,0.108252,1.573223,0.562239,0.467870,0.431723,0.289165,0.289451,0.258649,0.223554,0.240331,0.218399,0.203975,0.208290,0.186751,0.031162,0.007692,0.018441,0.011617,0.009577,0.008583,0.009725,0.005516,0.010099,0.022393,0.023602,0.014613,0.009549,../../training-data/deception-audio/lie_audio_edited
0.075815,0.007934,3.077393,0.149104,0.169385,0.472039,0.008377,0.106414,-27.347606,2.210153,-0.331218,-0.307926,-0.272561,-0.027092,-0.321009,-0.282087,0.015182,-0.175540,-0.076554,-0.139387,-0.277505,0.040155,0.005995,0.019342,0.013368,0.014126,0.011575,0.010836,0.003559,0.012812,0.017114,0.026657,0.013926,0.020958,0.061579,0.008043,0.237941,0.059047,0.023015,0.456791,0.005556,0.107797,1.590898,0.545881,0.537765,0.425818,0.339804,0.329869,0.265200,0.227725,0.246327,0.221250,0.193014,0.211199,0.207472,0.033482,0.006516,0.018056,0.015683,0.013089,0.011795,0.009739,0.004165,0.015055,0.018795,0.025845,0.016443,0.010412,../../training-data/deception-audio/lie_audio_edited
0.065514,0.007410,3.047508,0.141530,0.168094,0.416055,0.008523,0.086051,-27.459040,2.296394,-0.144099,-0.288666,-0.247759,-0.068027,-0.353202,-0.263135,-0.021054,-0.176655,-0.116912,-0.153742,-0.275639,0.046947,0.006585,0.025612,0.015139,0.014682,0.012219,0.015352,0.005422,0.012559,0.017097,0.024671,0.010165,0.021076,0.049398,0.009657,0.276772,0.053293,0.023215,0.404947,0.006580,0.095622,1.676589,0.542447,0.445138,0.409128,0.285163,0.282882,0.257310,0.220750,0.253575,0.207375,0.195763,0.206249,0.214004,0.034884,0.006985,0.023085,0.013916,0.012410,0.012380,0.012784,0.006353,0.013951,0.019915,0.021450,0.011780,0.010257,../../training-data/deception-audio/lie_audio_edited
0.066467,0.007239,3.092623,0.143352,0.169704,0.490065,0.007727,0.088839,-26.947003,2.036374,-0.174391,-0.346883,-0.155924,-0.173812,-0.339826,-0.284137,-0.059671,-0.021624,-0.058431,-0.047803,-0.156855,0.023437,0.004782,0.015734,0.014833,0.014388,0.011761,0.013803,0.005411,0.021416,0.022752,0.019518,0.008945,0.016931,0.041426,0.008048,0.192493,0.043012,0.022908,0.378244,0.005688,0.079289,1.278767,0.499209,0.450839,0.384936,0.277665,0.285027,0.290361,0.219303,0.231393,0.199490,0.195525,0.199475,0.194341,0.018486,0.005424,0.013047,0.014722,0.013950,0.011217,0.010828,0.006103,0.020000,0.022896,0.018187,0.009965,0.008695,../../training-data/deception-audio/lie_audio_edited
0.058568,0.005856,3.114879,0.138984,0.171827,0.396162,0.006277,0.071803,-27.768154,2.300752,-0.137863,-0.185982,-0.182775,-0.090109,-0.252107,-0.220178,-0.035441,-0.147487,-0.133951,-0.191667,-0.245922,0.052255,0.004648,0.030411,0.018405,0.015069,0.010219,0.015059,0.004412,0.007318,0.020009,0.034587,0.010236,0.022816,0.032249,0.007389,0.160352,0.034663,0.020129,0.306759,0.004924,0.071028,1.251586,0.417970,0.369318,0.308131,0.225515,0.240352,0.198409,0.186759,0.220979,0.192038,0.174480,0.155928,0.173180,0.031946,0.004157,0.022285,0.016655,0.011368,0.009040,0.010617,0.003810,0.006877,0.018823,0.025780,0.011144,0.009488,../../training-data/deception-audio/lie_audio_edited
0.061223,0.007563,3.118288,0.126239,0.153802,0.483535,0.007351,0.092938,-28.447083,1.904809,-0.140428,0.020966,-0.093637,-0.019084,-0.066087,-0.072390,-0.074681,0.096661,0.001333,0.001725,-0.107858,0.016329,0.003281,0.022110,0.008405,0.024677,0.006747,0.020063,0.005593,0.010304,0.020475,0.030319,0.006464,0.020986,0.038447,0.008210,0.219258,0.037749,0.025552,0.414128,0.004915,0.074783,2.438587,0.655068,0.675395,0.421932,0.337674,0.329569,0.320947,0.277715,0.243844,0.220547,0.235901,0.197489,0.225493,0.016972,0.004161,0.023333,0.009992,0.022799,0.007635,0.020417,0.008937,0.012574,0.019739,0.028870,0.008388,0.010985,../../training-data/deception-audio/lie_audio_edited
0.081193,0.021616,3.008103,0.136739,0.144510,0.617530,0.009629,0.126399,-25.766153,1.395959,-0.425164,-0.085747,-0.093372,-0.107696,-0.047624,-0.100686,-0.184336,-0.218836,-0.225763,-0.288107,-0.213879,0.023002,0.008279,0.018306,0.019750,0.012130,0.011191,0.012318,0.005681,0.009843,0.010567,0.011482,0.006804,0.016833,0.061433,0.030479,0.298608,0.052428,0.027384,0.502638,0.006265,0.102495,2.033078,0.873245,0.894719,0.591184,0.460502,0.389552,0.317013,0.299130,0.269864,0.295088,0.278715,0.318694,0.316041,0.029354,0.010798,0.018212,0.023611,0.013270,0.015299,0.013349,0.008175,0.012715,0.013357,0.014598,0.009073,0.010842,../../training-data/deception-audio/lie_audio_edited
0.034932,0.011648,2.922752,0.097221,0.146396,0.230863,0.010845,0.046966,-27.459721,3.125841,-0.280654,-0.003630,-0.203672,0.069947,0.221262,-0.038756,0.157611,-0.013974,-0.002869,-0.039542,0.048283,0.015158,0.006479,0.081099,0.013536,0.024008,0.011674,0.088199,0.001993,0.004574,0.008718,0.025869,0.007137,0.037697,0.028755,0.014707,0.243182,0.036691,0.032720,0.328787,0.007282,0.057438,2.112828,0.801830,0.653888,0.400186,0.373740,0.314232,0.328338,0.258573,0.234421,0.213880,0.222486,0.171942,0.180199,0.017849,0.009490,0.054990,0.015850,0.018360,0.015831,0.067301,0.003552,0.006043,0.009590,0.021045,0.009398,0.018344,../../training-data/deception-audio/lie_audio_edited
